OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
298;1;297;3;;;DCIM/rivrimouski_20240824144221.jpg;2024/08/24 14:21:36.733;"{""Bc""}";30;M;2;70;20;10;"{""RG""}";{cc5e7435-9dfe-477b-b9d2-b003e4c852cb};Non;1006.9625;1006,9625;4250;886;250;941375000;110;1060;562,5;65587500;;;;0;;;;0;;;;0;Lucie/Sam;2;L;;;;;480;740;1050;360;1800;;390;500;840;520;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
299;1;298;4;;;DCIM/rivrimouski_20240824144709.jpg;2024/08/24 14:21:36.733;"{""Bc""}";15;M;3;60;30;10;"{""RG""}";{54c995d7-debf-4906-83b6-a2587554a671};Non;165.8475;165,8475;1890;425;150;120487500;100;2160;210;45360000;;;;0;;;;0;;;;0;Lucie/Sam;2;T;;;;;360;380;460;500;;;470;150;90;130;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
300;1;299;5;;;DCIM/rivrimouski_20240824145526.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;D;1;80;10;10;"{""RG""}";{996c04d4-db1a-47e7-917f-0c33269876ab};Non;22.8375;22,8375;1750;217,5;60;22837500;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;420;180;140;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
301;1;300;6;;;DCIM/rivrimouski_20240824145902.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;M;1;70;20;10;"{""RG""}";{3de4ecb4-370b-42ca-92d8-d2a49ea39e3a};Non;104.5005;104,5005;1820;410;70;52234000;110;2210;215;52266500;;;;0;;;;0;;;;0;Lucie/Sam;2;L;;;;;770;400;330;140;;;170;30;280;380;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
302;1;301;7;;;DCIM/rivrimouski_20240824150603.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;M;2;60;20;20;"{""RG""}";{fe12bab5-cbde-4249-b2e5-1094389e004a};Non;265.79475;265,79475;2330;877,5;130;265794750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;;;;;;;1200;530;530;1250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
303;1;302;8;;;DCIM/rivrimouski_20240824151012.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;D;1;80;15;5;"{""RG""}";{05c07ece-4dda-4aaf-8eff-38051aa06490};Non;20.155;20,155;1390;145;100;20155000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;80;200;160;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
304;1;303;9;;;DCIM/rivrimouski_20240824151245.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;M;1;85;10;5;"{""RG""}";{6bee49dd-c15b-4360-9b2f-05214414daac};Non;2.79166666666667;2,791666667;670;83,33333333;50;2791666,667;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;90;60;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
305;1;304;10;;;DCIM/rivrimouski_20240824151527.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;P;1;70;20;10;"{""RG""}";{23221901-1fa4-44df-8f47-5fc1ab191d08};Non;55.75375;55,75375;2350;182,5;130;55753750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;;;;;;;180;170;260;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
306;1;305;11;;;DCIM/rivrimouski_20240824151857.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;M;1;80;15;5;"{""RG""}";{b9ef4009-06d1-4ded-9444-82c1d83ca5b1};Non;7.26;7,26;1210;100;60;7260000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;;;;;;;110;40;100;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
307;1;306;12;;;DCIM/rivrimouski_20240824152729.jpg;2024/08/24 14:21:36.733;"{""Bc""}";25;M;3;70;20;10;"{""RG""}";{f1548d4f-37a5-48fb-8b29-43b1c53cbbe1};Non;922.5;922,5;3750;820;300;922500000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;;;;;;;800;1000;550;850;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
308;1;307;13;;;DCIM/rivrimouski_20240824152902.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;D;1;90;5;5;"{""RG""}";{0f23f18b-11dd-4d5b-a734-b86a31e5ac6b};Non;20.1695;20,1695;1070;145;130;20169500;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;100;140;130;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
309;1;308;14;;;DCIM/rivrimouski_20240824153737.jpg;2024/08/24 14:21:36.733;"{""Bc""}";20;M;3;70;15;15;"{""RG""}";{6cec26c3-fb14-4bc8-87a7-f852b71cf9a3};Non;4235.966;4235,966;6830;2215;280;4235966000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;2020;2350;1800;2500;2150;2470;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
310;1;309;15;;;DCIM/rivrimouski_20240824155247.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;D;1;60;25;15;"{""RG""}";{2b84c992-1c5e-44de-b8c9-062681bc8bbf};Non;448.686;448,686;2340;82,5;120;23166000;150;1970;1440;425520000;;;;0;;;;0;;;;0;Lucie/Sam;2;Y;;;;;80;50;50;150;;;1680;1270;1110;1700;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
311;1;310;16;;;DCIM/rivrimouski_20240824161428.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;M;2;50;35;15;"{""RG""}";{5446e42f-90e3-47bc-88ed-d2b4fe770464};Non;0.561875;0,561875;1550;362,5;1;561875;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;550;450;300;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
312;1;311;17;;;DCIM/rivrimouski_20240824162013.jpg;2024/08/24 14:21:36.733;"{""Bc""}";15;M;1;60;20;20;"{""RG""}";{3cd7976f-f9d9-4b28-9522-097a6d043eba};Non;594.479166666667;594,4791667;6250;731,6666667;130;594479166,7;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;1910;500;460;800;660;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
313;1;312;18;;;DCIM/rivrimouski_20240824162415.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;M;1;60;30;10;"{""RG""}";{ef087fe0-29b6-4a09-8d52-d21fd9634e57};Non;23.55;23,55;1220;135;100;16470000;80;1180;75;7080000;;;;0;;;;0;;;;0;Lucie/Sam;2;Y;;;;;150;70;80;240;;;30;180;40;50;;;;;;;;;;;;;;;;;;;;;;;;21;;;;8806;cp;2016;5;11000
314;1;313;19;;;DCIM/rivrimouski_20240825093949.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;M;1;90;5;5;"{""RD""}";{6bd99976-1fe3-4d60-b755-ff44864940f3};Non;0.133333333333333;0,133333333;10;133,3333333;100;133333,3333;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;200;50;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;8806;cp;2016;5;1000
315;1;314;20;;;DCIM/rivrimouski_20240825095229.jpg;2024/08/24 14:21:36.733;"{""Pl""}";30;M;3;70;20;10;"{""RD""}";{479cb366-e26f-4705-b993-02be5e77c9ee};Non;338.688;338,688;3600;784;120;338688000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;370;550;540;1030;1430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8806;cp;2016;5;1500
316;1;315;21;;;DCIM/rivrimouski_20240825095742.jpg;2024/08/24 14:21:36.733;"{""Ch""}";10;M;1;60;30;10;"{""RD""}";{351e81de-6b0a-4da4-98dd-3682076be1fd};Non;104.82325;104,82325;1850;72,5;90;12071250;160;1870;310;92752000;;;;0;;;;0;;;;0;Lucie/Sam;2;Y;;;;;20;40;110;120;;;320;260;270;390;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8806;cp;2016;5;1500
317;1;316;22;;;DCIM/rivrimouski_20240825100413.jpg;2024/08/24 14:21:36.733;"{""Pl""}";10;P;1;60;30;10;"{""RD""}";{9627e604-26a4-46a4-b967-90a4a9661bff};Non;60.676;60,676;1970;220;140;60676000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;30;110;350;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8806;cp;2016;5;1500
318;1;317;23;;;DCIM/rivrimouski_20240825100834.jpg;2024/08/24 14:21:36.733;"{""Bc""}";5;M;1;85;10;5;"{""RD""}";{4521a08a-dc54-4d66-8c5b-89a332507e3f};Non;9.5305;9,5305;1510;40;40;2416000;90;1020;77,5;7114500;;;;0;;;;0;;;;0;Lucie/Sam;2;T;;;;;10;30;100;20;;;130;100;40;40;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8806;cp;2016;5;1500
319;1;318;24;;;DCIM/rivrimouski_20240825101447.jpg;2024/08/24 14:21:36.733;"{""Bc""}";10;M;2;75;15;10;"{""RD""}";{dc711981-e199-4823-b141-1f69395c5033};Non;50.085;50,085;1590;262,5;120;50085000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;520;350;110;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;8806;cp;2016;5;1500
320;1;319;25;;;DCIM/rivrimouski_20240825104537.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;1;40;50;10;"{""RD""}";{99ba95ea-d1a1-4f1c-960e-78d4e6540c58};Non;19.2;19,2;800;240;100;19200000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;160;220;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;8806;cp;2016;5;2000
321;1;320;26;;;DCIM/rivrimouski_20240825104910.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;1;60;40;;"{""RD""}";{8de0e315-ef2a-4ffb-8e3e-de6eec6658c7};Non;76.965;76,965;1800;142,5;210;53865000;150;700;220;23100000;;;;0;;;;0;;;;0;Lucie/Sam;2;Discontinu;;;;;30;250;250;40;;;190;260;210;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
322;1;321;27;;;DCIM/rivrimouski_20240825105911.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;1;60;30;10;"{""RD""}";{5bcc9855-785f-463e-88c1-6cc1d8bb036c};Non;13.71375;13,71375;1150;132,5;90;13713750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;190;90;210;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
323;1;322;28;;;DCIM/rivrimouski_20240825110328.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;2;60;30;10;"{""RD""}";{1d224cd0-932b-41d6-9ab4-ce395af62e85};Non;43.9378333333333;43,93783333;830;176,6666667;160;23461333,33;110;1020;182,5;20476500;;;;0;;;;0;;;;0;Lucie/Sam;2;Y;;;;;240;170;120;;;;80;220;230;200;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
324;1;323;29;;;DCIM/rivrimouski_20240825110902.jpg;2024/08/24 14:21:36.733;"{""Pl""}";10;M;2;60;35;5;"{""RD""}";{be300d30-fe6d-45c4-9113-f8948f6013fb};Non;334.4;334,4;4400;304;250;334400000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;50;160;340;520;450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
325;1;324;30;;;DCIM/rivrimouski_20240825111826.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;2;60;35;5;"{""RD""}";{01a88196-7dd0-4ad2-ac80-bcc6456c01a9};Non;255.195;255,195;2230;185;180;74259000;180;3590;280;180936000;;;;0;;;;0;;;;0;Lucie/Sam;2;Discontinu;;;;;30;150;300;260;;;380;350;330;150;190;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
326;1;325;31;;;DCIM/rivrimouski_20240825112636.jpg;2024/08/24 14:21:36.733;"{""Pl""}";20;M;3;60;20;20;"{""RD""}";{68deb2f0-8f07-4869-ab49-8dfcf983f2fd};Non;621.824;621,824;3200;694;280;621824000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;1200;260;510;600;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
327;1;326;32;;;DCIM/rivrimouski_20240825121929.jpg;2024/08/24 14:21:36.733;"{""Pl""}";40;M;3;60;30;10;"{""RD""}";{418c552c-1ab0-4ab7-b64e-1450567cde8e};Non;1332.425;1332,425;2390;2230;250;1332425000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;2340;2580;2470;1530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;8806;cp;2016;5;2500
328;1;327;33;;;DCIM/rivrimouski_20240825123212.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;1;70;25;5;"{""RD""}";{d113cf76-0eca-4c09-b312-04f4ebfae1c0};Non;56.58;56,58;1840;205;150;56580000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Discontinu;;;;;250;200;150;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
329;1;328;34;;;DCIM/rivrimouski_20240825123927.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;1;60;30;10;"{""RD""}";{bc1cc341-a268-43a6-8c95-9ee04211316c};Non;44.41875;44,41875;1030;287,5;150;44418750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;60;240;550;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
330;1;329;35;;;DCIM/rivrimouski_20240825124353.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;D;1;80;20;;"{""RD""}";{403c617c-9edb-404c-a9c8-0b86d351c696};Non;5.60666666666667;5,606666667;580;193,3333333;50;5606666,667;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;160;370;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
331;1;330;36;;;DCIM/rivrimouski_20240825124859.jpg;2024/08/24 14:21:36.733;"{""Pl""}";10;P;2;60;40;;"{""RD""}";{37025762-a047-4ef7-9db6-0dbda0c373b8};Non;21.32;21,32;1640;100;130;21320000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;50;180;50;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
332;1;331;37;;;DCIM/rivrimouski_20240825125315.jpg;2024/08/24 14:21:36.733;"{""Pl""}";20;P;1;70;25;5;"{""RD""}";{79ebfad9-8ed7-4f16-9f5b-497f71163eb6};Non;109.92;109,92;2290;300;160;109920000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;80;180;530;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
333;1;332;38;;;DCIM/rivrimouski_20240825130547.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;D;1;60;40;;"{""RD""}";{d2e65a36-e753-4ad1-aa5d-82d0b81b9ca7};Non;21.896;21,896;1840;170;70;21896000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;200;220;180;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;8806;cp;2016;5;3000
334;1;333;39;;;DCIM/rivrimouski_20240825131759.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;P;1;80;20;;"{""RD""}";{823de36c-a8a5-41b4-850b-69b5573be46b};Non;20.7;20,7;1150;100;180;20700000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;150;70;130;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;8806;cp;2016;5;3500
335;1;334;40;;;DCIM/rivrimouski_20240825131854.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;D;3;40;55;5;"{""RD""}";{01399524-71b1-4fd6-9068-83be54728ef8};Non;13.86;13,86;420;220;150;13860000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;230;240;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;8806;cp;2016;5;3500
336;1;335;41;;;DCIM/rivrimouski_20240825132346.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;1;70;20;10;"{""RD""}";{f3391fb1-31e1-46e0-986d-f9c8cc0c59ac};Non;52.875;52,875;1500;235;150;52875000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;220;80;150;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;8806;cp;2016;5;3500
337;1;336;42;;;DCIM/rivrimouski_20240825133255.jpg;2024/08/24 14:21:36.733;"{""Ch""}";20;M;1;80;15;5;"{""RD""}";{2cb7c71c-db98-4741-89dd-ce45bb025c4b};Non;98.559;98,559;2330;235;180;98559000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;220;140;350;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;8806;cp;2016;5;3500
338;1;337;43;;;DCIM/rivrimouski_20240825134238.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;2;70;30;;"{""RD""}";{8a6dc58b-4c71-415a-b0d1-2e7236e8116b};Non;42.642;42,642;2060;172,5;120;42642000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;210;50;250;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
339;1;338;44;;;DCIM/rivrimouski_20240825134642.jpg;2024/08/24 14:21:36.733;"{""Ch""}";10;D;1;90;5;5;"{""RD""}";{f2ba07c2-b0cc-4fee-84bd-a2f16ecb9f71};Non;12.15;12,15;2250;90;60;12150000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;60;100;120;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
340;1;339;45;;;DCIM/rivrimouski_20240825135012.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;1;80;15;5;"{""RD""}";{62672a94-48f1-4ab9-9fa0-f42d76e4defa};Non;11.7;11,7;1500;60;130;11700000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;40;90;50;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
341;1;340;46;;;DCIM/rivrimouski_20240825135352.jpg;2024/08/24 14:21:36.733;"{""Ch""}";15;D;2;60;30;10;"{""RD""}";{8938b49c-23fc-42bf-9e4a-6fa33705d537};Non;325.584;325,584;3150;544;190;325584000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;260;560;770;640;490;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
342;1;341;47;;;DCIM/rivrimouski_20240825140107.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;2;60;30;10;"{""RD""}";{d12d0710-95b0-428c-96a6-ac26334b8fd4};Non;54.9746666666667;54,97466667;640;166,6666667;70;7466666,667;1070;1110;40;47508000;;;;0;;;;0;;;;0;Lucie/Sam;2;T;;;;;230;170;100;;;;80;60;10;10;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
343;1;342;48;;;DCIM/rivrimouski_20240825140345.jpg;2024/08/24 14:21:36.733;"{""Ch""}";10;D;2;60;30;10;"{""RD""}";{742e4081-c645-40f0-bc01-fc5bcdbf94b2};Non;14.82975;14,82975;1170;97,5;130;14829750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;100;120;90;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
344;1;343;49;;;DCIM/rivrimouski_20240825140614.jpg;2024/08/24 14:21:36.733;"{""Pl""}";10;D;2;60;30;10;"{""RD""}";{8ed94638-0930-4626-a39a-4d9c1f4c5813};Non;83.409375;83,409375;1550;256,25;210;83409375;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;170;225;530;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
345;1;344;50;;;DCIM/rivrimouski_20240825142105.jpg;2024/08/24 14:21:36.733;"{""Ch""}";50;D;3;60;20;20;"{""RD""}";{8f2b2c9e-d04c-4bab-b9f3-9559b20611ab};Non;3304.224;3304,224;6160;2980;180;3304224000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;3880;2800;3900;2000;2500;2800;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
346;1;345;51;;;DCIM/rivrimouski_20240825143137.jpg;2024/08/24 14:21:36.733;"{""Ch""}";40;M;2;70;20;10;"{""RD""}";{0d1a380e-6e4e-4b15-aea1-69f09c4d6be4};Non;741.46875;741,46875;2750;1797,5;150;741468750;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;2720;2100;1350;1020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;8806;cp;2016;5;4000
347;1;346;52;;;DCIM/rivrimouski_20240825144509.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;2;70;20;10;"{""RD""}";{177be063-0d53-4236-a6ef-f62190608804};Non;54.6;54,6;910;333,3333333;180;54600000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;170;490;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;8806;cp;2016;5;4500
348;1;347;53;;;DCIM/rivrimouski_20240825145521.jpg;2024/08/24 14:21:36.733;"{""Ch""}";40;D;3;70;20;10;"{""RD""}";{8cff96eb-f226-4f3d-b151-5f76c1290128};Non;888.4848;888,4848;3720;1706;140;888484800;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;2180;2530;1790;1370;660;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;8806;cp;2016;5;4500
349;1;348;54;;;DCIM/rivrimouski_20240825151040.jpg;2024/08/24 14:21:36.733;"{""Bc""}";30;M;2;60;30;10;"{""RD""}";{1b914b44-9708-49f7-bf99-8427773d5102};Non;660.941;660,941;1640;80;60;7872000;100;1590;2480;394320000;140;2600;650;236600000;90;2140;115;22149000;;;;0;Lucie/Sam;4;Discontinu;;;;;60;120;80;60;;;2470;2650;2500;2300;;;600;740;860;400;;;70;130;220;40;;;;;;;;;;;;8;;;;8806;cp;2016;5;4500
350;1;349;55;;;DCIM/rivrimouski_20240825151636.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;M;2;60;40;;"{""RD""}";{ee1af328-76b2-4a5a-8099-8e1fbc7c0e99};Non;24.57;24,57;1050;180;130;24570000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;320;240;120;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
351;1;350;56;;;DCIM/rivrimouski_20240825152325.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;M;2;60;30;10;"{""RD""}";{803b80c8-8678-478a-869a-9487ea8161b7};Non;101.6645;101,6645;300;116,6666667;140;4900000;60;860;93,33333333;4816000;180;1470;347,5;91948500;;;;0;;;;0;Lucie/Sam;3;Discontinu;;;;;140;70;140;;;;110;100;70;;;;240;240;400;510;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
352;1;351;57;;;DCIM/rivrimouski_20240825152609.jpg;2024/08/24 14:21:36.733;"{""Pl""}";5;M;2;60;40;;"{""RD""}";{c89a1fbf-db71-4309-8791-1a05f7a8c7c6};Non;25.376;25,376;780;203,3333333;160;25376000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;230;170;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
353;1;352;58;;;;2024/08/24 14:21:36.733;"{""Pl""}";5;D;3;60;30;10;"{""RD""}";{9e8ff711-f2ab-413c-9061-58b0f5246a25};Non;174.9;174,9;990;883,3333333;200;174900000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;1080;880;690;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
354;1;353;59;;;DCIM/rivrimouski_20240825154533.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;M;1;80;20;;"{""RD""}";{dd783429-bd9d-4fc1-af8f-eaf23c637202};Non;37.6475;37,6475;1850;185;110;37647500;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;;;;;;;290;140;90;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;8806;cp;2016;5;5000
355;1;354;60;;;DCIM/rivrimouski_20240825155846.jpg;2024/08/24 14:21:36.733;"{""Ch""}";10;M;1;60;30;10;"{""RD""}";{394dc6e7-7bc1-4689-8e21-0696cc4c833c};Non;168;168;2000;420;200;168000000;;;;0;;;;0;;;;0;;;;0;Lucie/Sam;1;Simple;;;;;450;420;400;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;;8806;cp;2016;5;5500
356;1;355;61;;;DCIM/rivrimouski_20240826091528.jpg;2024/08/24 14:21:36.733;"{""Ch""}";5;D;1;85;10;5;"{""RD""}";{fa37dc58-fb8d-4f1e-9e72-217ca5f872a0};Non;11.34;11,34;910;100;80;7280000;70;600;96,66666667;4060000;;;;0;;;;0;;;;0;Sam/Mathieu;2;Discontinu;;;;;20;40;240;;;;100;110;80;;;;;;;;;;;;;;;;;;;;;;;;;58;;;;8806;cp;2016;5;29500
