OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
195;1;194;490;;;DCIM/rivrimouski_20250726142426.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;30;40;30;"{""RD""}";{fc5dd16a-8675-4218-9bd9-6be0a4ff0ff8};Non;25.74;25,74;2340;275,00;40;25740000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;250;290;300;260;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
196;1;195;491;;;DCIM/rivrimouski_20250726142604.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;D;2;40;30;30;"{""RD""}";{ce8cbf11-7b77-4724-8195-4c75d81e7b74};Non;359.775;359,78;1560;1537,50;150;359775000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1810;1760;1390;1190;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
197;1;196;492;;;DCIM/rivrimouski_20250726142735.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;50;40;10;"{""RD""}";{e0473929-e4f4-431c-9d0f-f8539e554597};Non;1.15933333333333;1,16;370;313,33;10;1159333,333;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;240;230;470;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
198;1;197;493;;;DCIM/rivrimouski_20250726143128.jpg;2025/07/25 12:57:08.825;"{""Bc""}";15;D;1;80;15;5;"{""RD""}";{c686bd0f-998b-41a5-a04b-e351225b57b8};Non;32.28725;32,29;1820;120,00;40;8736000;2270;50;207,50;23551250,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;130;150;120;80;;;30;200;380;220;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
199;1;198;494;;;DCIM/rivrimouski_20250726143411.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""RD""}";{23f10b29-b88e-439b-a402-a5590bfdedba};Non;2.43866666666667;2,44;590;103,33;40;2438666,667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;30;180;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
200;1;199;495;;;DCIM/rivrimouski_20250726143534.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;10;;"{""RD""}";{81eb943f-1d08-4e40-bf00-d7fc5bfbc827};Non;1.26;1,26;840;50,00;30;1260000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;40;70;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
201;1;200;496;;;DCIM/rivrimouski_20250726143640.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;1;60;35;5;"{""RD""}";{cabafa16-039f-40d3-8f64-71932322a67a};Non;2.36666666666667;2,37;950;50,00;40;1900000;500;20;46,67;466666,67;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;40;40;70;;;;40;80;20;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
202;1;201;497;;;DCIM/rivrimouski_20250726144005.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;10;;"{""RD""}";{73ea0f60-28dd-4b99-8711-2583ea18b944};Non;0.426666666666667;0,43;800;26,67;20;426666,6667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;20;20;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
203;1;202;498;;;DCIM/rivrimouski_20250726144259.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;95;5;;"{""RD""}";{987bb47b-d2d0-47fa-bd0a-2193f03b2e5a};Non;4.90475;4,90;1610;82,50;30;3984750;460;40;50,00;920000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;40;70;90;130;;;70;50;30;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
204;1;203;499;;;DCIM/rivrimouski_20250726145014.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;3;80;10;10;"{""RD""}";{ed328418-3558-4f77-b334-b8d8aac9cc98};Non;9.024;9,02;1128;100,00;80;9024000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;30;50;160;160;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
205;1;204;500;;;DCIM/rivrimouski_20250726145650.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;M;1;40;30;30;"{""RD""}";{807850d3-3640-4132-877d-330adbd96627};Non;9.792;9,79;960;113,33;90;9792000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;90;100;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
206;1;205;501;;;DCIM/rivrimouski_20250726151344.jpg;2025/07/25 12:57:08.825;"{""Bc""}";40;M;3;40;30;30;"{""RD""}";{78b65026-f95c-40ee-b841-338de7457f54};Non;4455.122;4455,12;1400;495,00;170;117810000;3400;680;1876,00;4337312000,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;650;430;460;440;;;2850;2540;1950;1200;840;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
207;1;206;502;;;DCIM/rivrimouski_20250726152133.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;M;2;70;20;10;"{""RG""}";{b76a486f-510f-4de0-88b1-a751da0ed018};Non;9.91725;9,92;1290;77,50;70;6998250;1390;30;70,00;2919000,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;60;70;70;110;;;40;50;130;60;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
208;1;207;503;;;DCIM/rivrimouski_20250726152314.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""RG""}";{08880b75-08a3-4101-9241-b935b01fb3e7};Non;3.724;3,72;1330;70,00;40;3724000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;70;90;90;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
209;1;208;504;;;DCIM/rivrimouski_20250726152409.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;2;90;5;5;"{""RG""}";{aa3aa199-8efe-43b0-8980-c7cdcebe6743};Non;6.06;6,06;1010;120,00;50;6060000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;60;90;170;160;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
210;1;209;505;;;DCIM/rivrimouski_20250726152621.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;80;15;5;"{""RG""}";{f61068d8-d482-48a0-bcb9-28cc7599b0cd};Non;10.2666666666667;10,27;800;183,33;70;10266666,67;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;110;240;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
211;1;210;506;;;DCIM/rivrimouski_20250726152747.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;85;10;5;"{""RG""}";{417dc489-9781-4fcd-b5f5-949031f74ef7};Non;1.65466666666667;1,65;730;113,33;20;1654666,667;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;100;150;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
212;1;211;507;;;DCIM/rivrimouski_20250726152904.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;85;10;5;"{""RG""}";{71d5fa91-b4c0-405e-9829-1a54aaca9afc};Non;0.405333333333333;0,41;380;53,33;20;405333,3333;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;50;60;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
213;1;212;508;;;DCIM/rivrimouski_20250726153029.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""RG""}";{f61d3ca3-d8b6-4d01-a35a-7ad53f4a03ab};Non;2.107;2,11;490;143,33;30;2107000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;120;220;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
214;1;213;509;;;DCIM/rivrimouski_20250726153143.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""RG""}";{53443269-d6e0-4c1f-994c-7c93b1a16785};Non;0.9;0,90;360;83,33;30;900000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;100;100;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
215;1;214;510;;;DCIM/rivrimouski_20250726153248.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;85;10;5;"{""RG""}";{ea491184-45cc-44aa-92e5-36fc29509663};Non;27.945;27,95;1620;345,00;50;27945000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;420;460;360;140;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
216;1;215;511;;;DCIM/rivrimouski_20250726153453.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;95;5;;"{""RG""}";{f66374d9-7766-4e51-8f54-cb0a899b69e0};Non;1.2;1,20;480;83,33;30;1200000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;90;90;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
217;1;216;512;;;DCIM/rivrimouski_20250726153606.jpg;2025/07/25 12:57:08.825;"{""Bc""}";2;D;2;80;15;5;"{""RG""}";{e4c096cd-e880-44ac-9326-8f55d56247f4};Non;9.54;9,54;1060;180,00;50;9540000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;180;240;190;110;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
218;1;217;513;;;DCIM/rivrimouski_20250726153837.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;90;5;5;"{""RG""}";{a8306347-024f-4605-92db-b109257ccd35};Non;16.381;16,38;920;230,00;60;12696000;670;50;110,00;3685000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;260;230;200;;;;100;150;80;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;63;;;;8806;cp;2016;5;32000
219;1;218;514;;;DCIM/rivrimouski_20250726154047.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;2;60;30;10;"{""RG""}";{4cea8853-7aac-4ec7-a3dc-6e8592dd9174};Non;17;17,00;1700;200,00;50;17000000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;350;260;160;30;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
220;1;219;515;;;DCIM/rivrimouski_20250726154321.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;85;10;5;"{""RG""}";{194575c0-f9ae-4342-bb5d-21842df66c2c};Non;36.708;36,71;2280;230,00;70;36708000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;240;250;230;200;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
221;1;220;516;;;DCIM/rivrimouski_20250726154558.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;80;15;5;"{""RG""}";{75ce3ef0-1a15-46ae-9a75-85e974596d60};Non;1.69533333333333;1,70;730;76,67;20;1119333,333;640;30;30,00;576000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;100;80;50;;;;20;50;20;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
222;1;221;517;;;DCIM/rivrimouski_20250726154816.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;80;10;10;"{""RG""}";{7ba106e3-e52a-41bc-894e-8d7905eb2fef};Non;16.2483333333333;16,25;950;66,67;60;3800000;970;70;183,33;12448333,33;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;50;20;130;;;;140;340;70;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
223;1;222;518;;;DCIM/rivrimouski_20250726155006.jpg;2025/07/25 12:57:08.825;"{""Bc""}";15;D;1;60;30;10;"{""RG""}";{04ac3b01-c8ed-4fee-afc2-49e33f989723};Non;12.78;12,78;1800;177,50;40;12780000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;120;50;310;230;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
224;1;223;519;;;DCIM/rivrimouski_20250726155215.jpg;2025/07/25 12:57:08.825;"{""Bc""}";5;D;1;50;40;10;"{""RG""}";{bf97d931-42d5-4fc4-a416-b3dbc6665131};Non;1.924;1,92;740;86,67;30;1924000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;70;90;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
225;1;224;520;;;DCIM/rivrimouski_20250726155415.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;90;5;5;"{""RG""}";{30250e83-218c-418d-8117-d2de4137e7cc};Non;5.47375;5,47;1510;72,50;50;5473750;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;50;70;100;70;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
226;1;225;521;;;DCIM/rivrimouski_20250726155526.jpg;2025/07/25 12:57:08.825;"{""Bc""}";1;D;1;95;5;;"{""RG""}";{4fa59835-ed7d-4642-8b2c-3d161ac0b18e};Non;1.332;1,33;270;123,33;40;1332000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;100;120;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
227;1;226;522;;;DCIM/rivrimouski_20250726155709.jpg;2025/07/25 12:57:08.825;"{""Bc""}";10;D;2;60;35;5;"{""RG""}";{c834a3a3-3ee1-4e4a-8bdb-70afad9a865e};Non;6.885;6,89;1080;212,50;30;6885000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;200;250;260;140;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
228;1;227;523;;;DCIM/rivrimouski_20250727113652.jpg;2025/07/25 12:57:08.825;"{""Ch""}";60;M;3;60;20;20;"{""C""}";{03f0291d-d0da-4d7c-a43b-590de9cf0a14};Non;2587.917;2587,92;3550;2032,00;320;2308352000;2990;170;550,00;279565000,00;;;;0;;;;0;;;;0;Sam et julianne;2;Discontinu;;;;;2530;2350;1820;1880;1580;;80;610;1010;500;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
229;1;228;524;;;DCIM/rivrimouski_20250727113111.jpg;2025/07/25 12:57:08.825;"{""Ch""}";15;M;2;50;30;20;"{""RD""}";{16762272-a0d5-4df8-941f-8ea1bad7f655};Non;625.68;625,68;3300;790,00;240;625680000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1250;810;200;510;1180;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
230;1;229;525;;;DCIM/rivrimouski_20250727120832.jpg;2025/07/25 12:57:08.825;"{""Ch""}";10;M;3;60;20;20;"{""RG""}";{c10acbbe-b908-4576-933b-654f9ef3e6d3};Non;552.9216;552,92;4760;484,00;240;552921600;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;50;70;500;1000;800;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
231;1;230;526;;;DCIM/rivrimouski_20250727121601.jpg;2025/07/25 12:57:08.825;"{""Ch""}";40;M;3;40;30;30;"{""C""}";{eb8653b7-b121-4ab0-bf7d-086190faf6aa};Non;984.69;984,69;4500;1042,00;210;984690000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;1610;1270;1030;790;510;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
232;1;231;527;;;DCIM/rivrimouski_20250727122723.jpg;2025/07/25 12:57:08.825;"{""Bc""}";20;M;2;60;20;20;"{""RG""}";{a3cb1219-768b-443a-b8d5-80ca7be41bda};Non;115.305;115,31;2190;550,00;90;108405000;3750;40;46,00;6900000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;360;590;600;650;;;60;60;20;40;50;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;64;;;;8806;cp;2016;5;32500
233;1;232;528;;;DCIM/rivrimouski_20250727123721.jpg;2025/07/25 12:57:08.825;"{""Bc""}";30;M;2;50;30;20;"{""RG""}";{7f5dc25d-a5d9-43c7-9a77-df9c44e1b420};Non;459.24;459,24;1860;347,50;100;64635000;2370;180;925,00;394605000,00;;;;0;;;;0;;;;0;Sam et julianne;2;L;;;;;490;470;390;40;;;840;860;1040;960;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;65;;;;8806;cp;2016;5;33000
234;1;233;529;;;DCIM/rivrimouski_20250727123822.jpg;2025/07/25 12:57:08.825;"{""Bc""}";15;M;1;80;15;5;"{""RG""}";{430af562-00d4-44fe-944d-842d907b4170};Non;15.029;15,03;1610;170,00;50;13685000;840;30;53,33;1344000,00;;;;0;;;;0;;;;0;Sam et julianne;2;T;;;;;110;130;180;260;;;70;60;30;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;65;;;;8806;cp;2016;5;33000
235;1;234;530;;;DCIM/rivrimouski_20250727124314.jpg;2025/07/25 12:57:08.825;"{""Ch""}";5;M;2;80;15;5;"{""RG""}";{931331a5-74b3-49c6-8012-32a481f4401d};Non;13.865;13,87;2360;117,50;50;13865000;;;;0,00;;;;0;;;;0;;;;0;Sam et julianne;1;Simple;;;;;210;80;140;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025;Y:/01_Projet_en_cours/BoisMorts/Bois Mort standardise/EBM P-Cascapedia/Petite_Cascapedia2025/bois/final/Form_repl_MLR_edit_mm1/Bois_2025.shp;;65;;;;8806;cp;2016;5;33000
